doc_id,countryname,party,manifesto_id,text,cmp_code,nostalgic_at_least_1,nostalgic_at_least_2,nostalgic_at_least_3,nostalgic_at_least_4,translation_at_least_1,translation_at_least_2,translation_at_least_3,translation_at_least_4,nostalgic_coder1,nostalgic_coder2,nostalgic_coder3,nostalgic_coder4,translation_coder1,translation_coder2,translation_coder3,translation_coder4,translation_agreement_coders,nostalgia_sum,nostalgia_sum_emb,nostalgia_emb,nostalgia_dictionary_emb,nostalgia_dictionary,nostalgia_agreement_coders
12810 1993-09-13 1471,Norway,12810,12810 1993-09-13,"Bio- and gene technology must meet from the basic attitude that all people have the right to life, regardless of development and abilities.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2007-10-21 1135,Poland,92435,92435 2007-10-21,"Since the early 90s of the twentieth century in Europe is exposed to the importance of culture not only as a basis for social development, but also economic.",502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
34313 2009-10-04 681,Greece,34313,34313 2009-10-04,Creation of an institutional framework to promote early diagnosis programs - early intervention.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87071 2010-10-02 6,Latvia,87071,87071 2010-10-02,"Take care of the Liv language preservation,",607.1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,3
12620 1977-09-11 671,Norway,12620,12620 1977-09-11,#NAME?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41420 1990-12-02 1268,Germany,41420,41420 1990-12-02,"However, this assumes that scientists are obliged in their scientific work on the ethical principles of humanity with regard to the vital interests of present and future generations.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
80710 2013-05-12 1184,Bulgaria,80710,80710 2013-05-12,To restore the Research Institute of Geology of mineral resources at the National geological agency.,411,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
83110 2007-03-04 148,Estonia,83110,83110 2007-03-04,"Thus, our agricultural policy to ensure the preservation of domestic breeds and varieties.",703,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
33320 1996-03-03 902,Spain,33320,33320 1996-03-03,"Cooperation for Development, a solidarity pact One of our identity has always been the constant concern about the inequalities and injustices both locally and on a global level.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
88621 2012-10-14 2528,Lithuania,88621,88621 2012-10-14,"• We will continue to develop in recent years, rocked the historical commemoration and justice initiatives.",601,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,1,0,3
51330 1983-06-09 80,United Kingdom,51330,51330 1983-06-09,We offer reconciliation at home and constructive leadership abroad.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11320 1994-09-18 174,Sweden,11320,11320 1994-09-18,Equal taxation of labor and capital is a cornerstone of such a reform.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97522 2004-10-03 632,Slovenia,97522,97522 2004-10-03,Taxation of agriculture must be followed by neighboring countries such as Austria and Italy.,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97421 2004-10-03 1018,Slovenia,97421,97421 2004-10-03,"We will defend only those changes that people undoubtedly bring greater quality and services to municipal and regional levels, while enabling them to more fruitful participation in joint matters affecting their daily lives.",301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14110 2003-03-16 162,Finland,14110,14110 2003-03-16,"Nationwide, comprehensive and affordable arts education to rebuild cultural capital from generation to generation.",NA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,3,1,0,3
83612 2011-03-06 209,Estonia,83612,83612 2011-03-06,"Local cultural traditions persist longer in rural areas, because of the big cities are more affected of global standards.",502,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,2
42420 2017-10-15 455,Austria,42420,42420 2017-10-15,• That the state future with an irresponsible debt policy generations belas-tet,414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
86710 2010-04-11 1241,Hungary,86710,86710 2010-04-11,"People's health chief resource of the nation, one of the most important feltétele.Célunk achieving the national targets to restore the nation's health, halting the nation's weight loss, reduction in poor health indicators javítása.A main causes of death through the protection and preservation of health, prevention and cure of diseases. have equal access health care for all by improving the conditions of the treatment, the health care system safer tételével.Várt result of people providing increasing average age of ten évvel.Tisztes possibility of living for people working in health care.",504,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,2,1,0,0
41112 1990-12-02 737,Germany,41112,41112 1990-12-02,Establishment of special departments with regard to simultaneous targeted training of competent staff in government agencies.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80510 2017-03-26 350,Bulgaria,80510,80510 2017-03-26,2. Will continue to simplify the documentation to allow the application and reporting of projects to be more accessible and reporting is associated with a lower cost;,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92811 2007-10-21 9,Poland,92811,92811 2007-10-21,We provide work as close to home.,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229 2011-09-15 336,Denmark,13229,13229 2011-09-15,"Also vulnerable citizens Over the past ten years been treated worsening of the society, which should be ready with a helping hand.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
80710 2013-05-12 1733,Bulgaria,80710,80710 2013-05-12,"Not everywhere replaced water and sewerage systems, leading to deterioration of water quality.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13720 2001-11-20 1616,Denmark,13720,13720 2001-11-20,"If Denmark is to retain its best democratic traditions and continue to develop as a democracy, a constitutional state and a welfare society requires in the coming years a comprehensive effort by the public and politicians.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
12221 1965-09-12 267,Norway,12221,12221 1965-09-12,"This development shows the necessity of more public initiative and enthusiasm and a systematic development of the coastal rural community's economic life, and how important it is that the interests of private capital interests must give way to regional considerations.",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35311 2002-03-17 1102,Portugal,35311,35311 2002-03-17,There will also be entered into new contracts with municipalities program to build health centers.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97330 2011-12-04 43,Slovenia,97330,97330 2011-12-04,"All this work so that people would have a job; secure, well-paid jobs",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53951 2002-05-17 819,Ireland,53951,53951 2002-05-17,"Sinn Féin proposes:-  A return to a sustainable practice of local quality produce for local markets combined with support mechanisms to keep people on the land, create ancillary employment and prevent rural depopulation.",NA,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,3
53620 2002-05-17 201,Ireland,53620,53620 2002-05-17,In the past various changes to the day of polling were advocated as a spur to turnout.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
34410 2015-09-20 1151,Greece,34410,34410 2015-09-20,to return any borrowed in previous years and even in the worst possible way: overtaxation.,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
92436 2011-10-09 517,Poland,92436,92436 2011-10-09,"Re-sorts the head of science and higher education in the government of Donald Tusk publicly announced NASL ministerial control of the Jagiellonian University, the oldest Polish university.",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12320 2013-09-09 567,Norway,12320,12320 2013-09-09,Labor has ambitions on behalf of all children,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87630 2014-10-04 8,Latvia,87630,87630 2014-10-04,"We will create a fair and efficient political system and public administration, which manages the state of its citizens.",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86220 2006-04-09 175,Hungary,86220,86220 2006-04-09,Late last year successfully fought by the EU with Hungary's resources.,108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42320 1971-10-10 3,Austria,42320,42320 1971-10-10,"Immovably in this objective, but without prejudice are the programs in democratic discussion open to the constant review with reference to the development of social reality.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
97421 2008-09-21 3927,Slovenia,97421,97421 2008-09-21,5. Measures in the field beyond the traditional social roles - Stereotypes,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
12951 2017-09-11 1667,Norway,12951,12951 2017-09-11,"Forced return of rejected asylum seekers can take place to the country of origin, presumed origin or another country in the region concerned is believed to have cultural affiliation.",601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
53420 2002-05-17 1579,Ireland,53420,53420 2002-05-17,The 1990s were a decade which showed that European governments cannot stand by while neighbouring European peoples have their human rights grossly abused.,NA,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2
34313 2015-01-25 92,Greece,34313,34313 2015-01-25,"Ensure greater leeway for investments through national budgets, exploiting the natural resources of each country and its comparative advantages.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2011-10-09 578,Poland,92435,92435 2011-10-09,"Understanding that the most important pillar of the European Union is solidarity within the framework of bilateral months will help the crisis-financial dimensions Poland granted loans Iceland, Latvia and Moldova.",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53620 2016-02-26 1102,Ireland,53620,53620 2016-02-26,Implement a Minor Ailment Scheme to allow medical card patients to obtain treatments for common illnesses free-of-charge directly from the local community pharmacy.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15328 2016-10-29 856,Iceland,15328,15328 2016-10-29,"Beginning preschool needs to evolve in line with the needs of families, but a key factor is the extension of maternity leave to uncertainty and insecurity when parents return to work after vacation.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
86521 2002-04-07 726,Hungary,86521,86521 2002-04-07,(Eg. A settlement can not be channeled depending on the local investment hedge to a specific part.),303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14810 2011-04-17 221,Finland,14810,14810 2011-04-17,During the next legislative term must decide two periods extending from acts which could to a sustainable economic levels in the long term.,414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
97522 2011-12-04 470,Slovenia,97522,97522 2011-12-04,/ Cultural heritage and cultural events to be included in the overall tourism offer and sustainable economic development.,502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
32956 2018-03-04 5208,Italy,32956,32956 2018-03-04,"As is known, however, in order to justify measures which, circumventing the rules would allow direct financing in favor of private schools, we have tried, over the years, to interpret the provisions of our Charter in a less stringent .",305.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11220 2010-09-19 178,Sweden,11220,11220 2010-09-19,It undermines the rule of law,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53320 1987-02-17 228,Ireland,53320,53320 1987-02-17,"As part of the national partnership for growth, Labour advocates an agreed trade-off between moderation in wages and salary demands by all state and private sector employees ;in return for working towards economic growth, increase job creation and a fairer tax system over the period of the partnership plan.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41320 1972-11-19 685,Germany,41320,41320 1972-11-19,"A further decline in Montan co-determination to prevent this problem to a general solution that social-liberal coalition has decided the Second participatory Security Act in 1971, which qualified participation until 31 December.",NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21913 1995-05-21 1225,Belgium,21913,21913 1995-05-21,"Performing decree) should be comprehensive but more objectified, by prohibiting any personal involvement of members of the Advisory Board.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80710 2013-05-12 349,Bulgaria,80710,80710 2013-05-12,return to traditions and national values,601,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,0,4
92436 2011-10-09 558,Poland,92436,92436 2011-10-09,"This aspect of educational policy MOZ-on passwords summarize: the minimum knowledge of the his-full and possibly the most advanced of its disintegration, as a minimum, and preferably in the general lack of patriotic education, limited knowledge humanistycz-full and shorten the cycle of history teaching.",305,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,1,1,3
87041 2006-10-07 29,Latvia,87041,87041 2006-10-07,Let's welfare policies to families receiving public support until the child comes of age.,504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13220 1968-01-23 142,Denmark,13220,13220 1968-01-23,Whole or split it must be remembered as VAT and devaluation People's Party.,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
31320 1988-06-05 2062,France,31320,31320 1988-06-05,Local authorities are a key element in this prevention device.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2007-10-21 1337,Poland,92435,92435 2007-10-21,Traditional threats have changed its character.,104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
34410 2015-09-20 1448,Greece,34410,34410 2015-09-20,"The bipartisanship that so long as the Center Union had denounced as corrupt and rotten system, based on many decades in our country, the seizure of voting by force, money, promises, the legerdemain.",202.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
42420 1994-10-09 286,Austria,42420,42420 1994-10-09,When freedom of expression is now one of the biggest problems is our state.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35311 2005-02-20 3248,Portugal,35311,35311 2005-02-20,"Fifth, corruption of food, likely to cause serious harm to public health and the national economy;",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80710 2013-05-12 1044,Bulgaria,80710,80710 2013-05-12,"Establishment of fund """"Cultural Heritage"""" at the Ministry of tourism and cultural heritage for project finance priority programs.",502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0,1,1,4
97951 2008-09-21 301,Slovenia,97951,97951 2008-09-21,"We will therefore in their programs, they will be accepted on a national and local level, strive for respect and closer cooperation between generations in order to enable each responsibly and successfully carry out its mission and provide mutual assistance.",603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
92440 2011-10-09 231,Poland,92440,92440 2011-10-09,"Poland - after the experiences of the Second World War, but also throughout our history - should get rid of the foreign policy of any of the military.",105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
15620 2016-10-29 335,Iceland,15620,15620 2016-10-29,"Foreign policy based on Nordic heritage, however, the EFTA and EEA NATO",107,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
97710 2008-09-21 98,Slovenia,97710,97710 2008-09-21,"reduce car traffic in all major Slovenian cities, which must necessarily municipality to cooperate with the municipalities that surround them, with appropriate quality public transport projects;",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51902 2001-06-07 496,United Kingdom,51902,51902 2001-06-07,Government must do more to identify dealers and bring them to justice;,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2011-10-09 472,Poland,92435,92435 2011-10-09,"Poland secured a 10 billion cubic meters of gas per year, which, together with ga-zem from other sources is sufficient to maintain continuous operation of Polish enterprises and a constant supply to our homes.",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
80510 2009-07-05 1068,Bulgaria,80510,80510 2009-07-05,"1. Creating a legal option for voluntary involvement of citizens in courses to civilian and military universities and colleges at the expense of the defense budget, which can get general and special military training.",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86220 2006-04-09 640,Hungary,86220,86220 2006-04-09,"We wish you pursue active and active government, because we are aware that the provision of equal rights is not creating the conditions necessary for the exercise of rights.",201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14810 1975-09-22 44,Finland,14810,14810 1975-09-22,to combat the effects of inflation have state income and omaisuusveroasteikot reviewed annually markka deductions for tax purposes is also reviewed annually.,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
35311 2015-10-04 1907,Portugal,35311,35311 2015-10-04,"reduce exposure and mitigate the key vulnerabilities detected,",501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21230 2014-05-25 892,Belgium,21230,21230 2014-05-25,the only way to tackle the problem of mobility at the root.,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31720 2002-06-09 859,France,31720,31720 2002-06-09,"Develop buyer credit The generalization of the buyer credit or limitation of trade credit to thirty days, will bring significant relief to the cash flow of small and medium enterprises and family.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31320 1988-06-05 3169,France,31320,31320 1988-06-05,"And, more generally, to move towards European degrees, obtained by capitalizing value units of universities in different countries.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88820 2016-10-09 2026,Lithuania,88820,88820 2016-10-09,Stricter regulation of the use of corporate funds for personal needs of their heads.,605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14620 1979-03-13 5,Finland,14620,14620 1979-03-13,Corporate taxation must be corrected mm.,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
35313 2011-06-05 491,Portugal,35313,35313 2011-06-05,"- Create conditions for the sustainability of public finances in general and public debt (direct and indirect), in particular;",414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80510 2013-05-12 163,Bulgaria,80510,80510 2013-05-12,We will reform the Executive Agency for Promotion of Small and Medium Enterprises to establish itself as the starting point of every small and medium enterprise wishing to export their products abroad.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97421 2004-10-03 1666,Slovenia,97421,97421 2004-10-03,To change the election laws!,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12520 1989-09-11 800,Norway,12520,12520 1989-09-11,"Heritage, EDUCATION AND KNOWLEDGE 6.",NA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3
13220 1977-02-15 6,Denmark,13220,13220 1977-02-15,These could troth in the Lord crisis years 1975-76 harvest to billions of Danish profits like never before.,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
88450 2012-10-14 103,Lithuania,88450,88450 2012-10-14,3.2. Reduce fuel excise duties in order to promote the competitiveness of Lithuanian industry.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22521 2002-05-15 561,Netherlands,22521,22521 2002-05-15,Too many violations are going to hear step by step to the normal street.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80510 2013-05-12 3162,Bulgaria,80510,80510 2013-05-12,"4. We will continue to create conditions for building optical networks for next generation access, because in cities other than Sofia, Plovdiv and Varna, the return on investment in such networks is difficult to achieve within a reasonable timeframe.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
15810 2016-10-29 3,Iceland,15810,15810 2016-10-29,Miðtekjuhópar face a very high tax level and too little incentive to increase their income by more work.,704,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
86422 2002-04-07 5808,Hungary,86422,86422 2002-04-07,"Dramatic situation is the fact that the process of generation of poverty in recent years, suffered the biggest losses for the children and young people.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41113 2017-09-24 2967,Germany,41113,41113 2017-09-24,"continue for diverse and high-quality educational programs, you need good working conditions and fair pay for teachers in adult education.",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33906 2004-03-14 1294,Spain,33906,33906 2004-03-14,"In Andalusia, for the past 20 years they have made great """"verbal"""" efforts in education.",506,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,3
13320 2001-11-20 1045,Denmark,13320,13320 2001-11-20,"To implement new targeted, alternative punishments treatments where convicted uses punishment stay to restore skills to a decent life and thus saves society new burdens.",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
80510 2014-10-05 25,Bulgaria,80510,80510 2014-10-05,"Over the past year, Bulgaria lost a lot.",305.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
42420 2002-11-24 1096,Austria,42420,42420 2002-11-24,"The measures were further not designed to cover deficits with premium increases - as in the past - to uncover, but the cause of the deficits and utilize rationalization potential while maintaining the performance levels.",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
12320 1985-09-08 577,Norway,12320,12320 1985-09-08,"Elected representatives must be given better arbeidsvilkar, while the traditional working methods in elected bodies should be softened for a creating a greater interest in the work they perform.",NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0
11420 2006-09-17 102,Sweden,11420,11420 2006-09-17,to ensure that all students will learn about the most important epochs and events in the history of Sweden.,506,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
34210 2012-06-17 156,Greece,34210,34210 2012-06-17,It is the only party with stability and consistency has demonstrated for over nine decades that is by the people and would not betray him.,NA,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,3
42520 1999-10-03 559,Austria,42520,42520 1999-10-03,The advantage for the families and taxpayers is obvious because there is a noticeable increase in their purchasing power as of 1 January 2000th,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42520 1971-10-10 167,Austria,42520,42520 1971-10-10,"Ensuring the continued existence of the mountain farmers through a comprehensive development plan for the mountain areas, which promotes cooperation between land and forestry, trade and tourism in particular and strengthened measures for torrent and avalanche control, high afforestation and preservation of the recreational landscape.",NA,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2
11220 2014-09-14 95,Sweden,11220,11220 2014-09-14,"Pensions will be jointly financed and the pension will be redistribution to create more equality between men and women, rich and poor and between generations.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
42420 2008-09-28 298,Austria,42420,42420 2008-09-28,It deserves special protection.,603,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97330 2011-12-04 345,Slovenia,97330,97330 2011-12-04,The economic crisis has laid bare the weaknesses that have been in the Slovenian economy in good times hidden.,410,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
21230 2014-05-25 454,Belgium,21230,21230 2014-05-25,There is a lot RSI (the English Repetitive Strain Injury): damaged by physical overload.,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86421 2010-04-11 560,Hungary,86421,86421 2010-04-11,"Over the past eight years, he was shaken people's faith in the justice system, as painful as it was found, the laws protect the perpetrators,",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
83410 2007-03-04 434,Estonia,83410,83410 2007-03-04,Fixing for 2008 jobs requiring higher education country-wide minimum wage of 10 000 euros per month and the employee know a country-wide minimum wage of 8000 euros per month.,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14820 2011-04-17 1128,Finland,14820,14820 2011-04-17,"Nuclear alongside the development of renewable energy sources for generation of energy, particularly heat generation.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
83720 2015-03-01 249,Estonia,83720,83720 2015-03-01,Oath to returning and introducing real measures for its violation.,605.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
53420 1989-06-15 100,Ireland,53420,53420 1989-06-15,"In the past three years, 24 hospitals have been closed in this country and 3,000 acute hospital beds have been lost.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
35313 1983-04-25 322,Portugal,35313,35313 1983-04-25,"Conduct courses and summer seminars for Portuguese descendants who return to countries of residence, are promoters agents of language and Portuguese culture.",NA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3
92436 2011-10-09 1176,Poland,92436,92436 2011-10-09,"Law and Justice-deklaru them that having won the elections will not be anyone - except criminals - declare war, there will be Szu-hangover enemies in Poland and Poles.",202,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
82523 2010-05-29 1260,Czech Republic,82523,82523 2010-05-29,How to do it:,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51110 2015-05-07 1214,United Kingdom,51110,51110 2015-05-07,Make renting normal and not a rip-off,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21322 1981-11-08 428,Belgium,21322,21322 1981-11-08,"Not having the power to issue decrees as do the other two parts of the country, the Brussels Region can take a series of decisions by that legislation be submitted to Parliament.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87110 2006-10-07 21,Latvia,87110,87110 2006-10-07,"In order to ensure the full development of children, strengthen their legal rights.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42520 2002-11-24 146,Austria,42520,42520 2002-11-24,and grants prior to the preservation order.,402,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
32710 1996-04-21 176,Italy,32710,32710 1996-04-21,"Augusto Del Noce added that """"the idea of ​​the people that matter of solidarity with the past generations and those who have yet to come; there people when this solidarity is broken; it has an aggregate of individuals, each reduced to momentary mens, rescinded the past and the future. """"",NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,1,1
21522 1971-11-07 214,Belgium,21522,21522 1971-11-07,#NAME?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
35220 1999-10-10 2665,Portugal,35220,35220 1999-10-10,#NAME?,502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
83430 2011-03-06 157,Estonia,83430,83430 2011-03-06,"We will continue to childcare facilities, more flexible to help parents quickly return to the labor market and thus increase families' incomes.",408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
